2026-03-09 11:08:31,866 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-03-09 11:08:32,260 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-03-09 11:08:32,703 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-03-09 11:08:32,703 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-03-09 11:08:32,703 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0DSGL45JX?th=1
2026-03-09 11:08:38,651 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-03-09 11:08:38,656 | INFO | amazon_goods_monitor | 📡 代理URL: socks5://EJ0WX0RSVB:02954261@125.75.68.73:17894
2026-03-09 11:08:38,656 | INFO | amazon_goods_monitor | 使用代理: 125.75.68.73:17894 (尝试 1/3)
2026-03-09 11:08:38,656 | INFO | amazon_goods_monitor | ⏳ 等待 1.0 秒...
2026-03-09 11:08:39,641 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DSGL45JX?th=1
2026-03-09 11:08:43,392 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-03-09 11:08:44,842 | INFO | amazon_goods_monitor | 没有优惠券
2026-03-09 11:08:44,846 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-03-09 11:08:45,242 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-03-09 11:08:45,749 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-03-09 11:08:45,749 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-03-09 11:08:45,749 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0FVMFGM5W?th=1
2026-03-09 11:08:51,669 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-03-09 11:08:51,675 | INFO | amazon_goods_monitor | 📡 代理URL: socks5://LLW0BU7VGQ:39267509@124.236.76.149:17745
2026-03-09 11:08:51,675 | INFO | amazon_goods_monitor | 使用代理: 124.236.76.149:17745 (尝试 1/3)
2026-03-09 11:08:51,675 | INFO | amazon_goods_monitor | ⏳ 等待 0.2 秒...
2026-03-09 11:08:51,838 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0FVMFGM5W?th=1
