2026-04-18 09:25:50,245 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-18 09:25:50,710 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-18 09:25:51,265 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-18 09:25:51,265 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-18 09:25:51,265 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0DVMKNLY5?psc=1
2026-04-18 09:25:54,392 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-18 09:25:54,400 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://YKEW9SOB5S:32342415@218.78.129.68:15654
2026-04-18 09:25:54,400 | INFO | amazon_goods_monitor | 使用代理: 218.78.129.68:15654 (尝试 1/3)
2026-04-18 09:25:54,400 | INFO | amazon_goods_monitor | ⏳ 等待 0.7 秒...
2026-04-18 09:25:55,141 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DVMKNLY5?psc=1
2026-04-18 09:25:58,280 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-18 09:25:58,981 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-18 09:25:58,984 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-18 09:25:59,546 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-18 09:26:00,148 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-18 09:26:00,149 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-18 09:26:00,149 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0DVHMTQMG?th=1
2026-04-18 09:26:01,925 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-18 09:26:01,931 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://YKEW9SOB5S:32342415@218.78.129.68:15654
2026-04-18 09:26:01,931 | INFO | amazon_goods_monitor | 使用代理: 218.78.129.68:15654 (尝试 1/3)
2026-04-18 09:26:01,931 | INFO | amazon_goods_monitor | ⏳ 等待 0.7 秒...
2026-04-18 09:26:02,617 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DVHMTQMG?th=1
2026-04-18 09:26:06,089 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-18 09:26:07,288 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-18 09:26:07,298 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
