2026-04-30 08:30:43,351 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-30 08:30:44,026 | WARNING | amazon_goods_monitor | [卖家精灵] 登录失效，刷新 cookie（第 1 次）
2026-04-30 08:30:46,130 | INFO | amazon_goods_monitor | 浏览器初始化成功
2026-04-30 08:30:52,514 | INFO | amazon_goods_monitor | ✅ 登录成功
2026-04-30 08:30:52,521 | INFO | amazon_goods_monitor | ✅ Cookies已保存到: D:\sd14\SellerSprite\data\cookies\sellersprite_cookie.json
2026-04-30 08:30:52,806 | INFO | amazon_goods_monitor | 浏览器已关闭
2026-04-30 08:30:55,499 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-30 08:30:56,233 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-30 08:30:56,233 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-30 08:30:56,234 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0DVMKNLY5?psc=1
2026-04-30 08:30:57,801 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-30 08:30:57,809 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://PXBHAK1C2C:80609506@1.194.218.235:12509
2026-04-30 08:30:57,811 | INFO | amazon_goods_monitor | 使用代理: 1.194.218.235:12509 (尝试 1/3)
2026-04-30 08:30:57,811 | INFO | amazon_goods_monitor | ⏳ 等待 0.3 秒...
2026-04-30 08:30:58,077 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DVMKNLY5?psc=1
2026-04-30 08:31:01,349 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-30 08:31:02,310 | INFO | amazon_goods_monitor | 标题: Jelly Blox Shepherd Character Set | Shepherd, Dog, Sheep | Toddler & Preschool Building Blocks Kids Can Squeeze, Stretch, Squish | MESH ACCREDITED | Safety Tested, Ouch-Free | Sensory Play Toy Ages 2+
2026-04-30 08:31:02,350 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-30 08:31:02,355 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-30 08:31:03,033 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-30 08:31:03,800 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-30 08:31:03,800 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-30 08:31:03,802 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0DVHMTQMG?th=1
2026-04-30 08:31:08,834 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-30 08:31:08,840 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://EJ0WX0RSVB:02954261@125.75.68.73:17894
2026-04-30 08:31:08,840 | INFO | amazon_goods_monitor | 使用代理: 125.75.68.73:17894 (尝试 1/3)
2026-04-30 08:31:08,841 | INFO | amazon_goods_monitor | ⏳ 等待 0.1 秒...
2026-04-30 08:31:08,951 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DVHMTQMG?th=1
2026-04-30 08:31:12,899 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-30 08:31:13,970 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-30 08:31:13,975 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
